Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP002239,Male,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban
LP002243,m,Yes,0,Not Graduate,No,3010,3136,,360,0,Urban
LP002244,m,Yes,0,Graduate,No,2333,2417,136,360,1,Uban
LP002250,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural
LP002255,Male,No,3+,Graduate,No,9167,0,185,360,1,Rural
LP002262,Male,Yes,3+,Graduate,No,9504,0,275,360,1,Rural
LP002263,Male,Yes,0,Graduate,No,2583,2115,120,360,,Urban
LP002265,m,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban
LP002266,m,Yes,2,Graduate,No,3100,1400,113,360,1,Urban
LP002272,Male,Yes,2,Graduate,No,3276,484,135,360,,Semiurban
LP002277,Female,No,0,Graduate,No,3180,0,71,360,0,Uban
LP002281,Male,Yes,0,Graduate,No,3033,1459,95,360,1,Urban
LP002284,Male,No,0,Not Graduate,No,3902,1666,109,360,1,Rural
LP002287,f,No,0,Graduate,No,1500,1800,103,360,0,Semiurban
LP002288,Male,Yes,2,Not Graduate,No,2889,0,45,180,0,Urban
LP002296,Male,No,0,Not Graduate,No,2755,0,65,300,1,Rural
LP002297,m,No,0,Graduate,No,2500,20000,103,360,1,Semiurbn
LP002300,Female,No,0,Not Graduate,No,1963,0,53,360,1,Semiurben
LP002301,f,No,0,Graduate,Yes,7441,0,194,360,1,Rural
LP002305,Female,No,0,Graduate,No,4547,0,115,360,1,Semiurban
LP002308,Male,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban
LP002314,f,No,0,Not Graduate,No,2213,0,66,360,1,Rural
LP002315,Male,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban
LP002317,Male,Yes,3+,Graduate,No,81000,0,360,360,0,Rural
LP002318,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban
LP002319,Male,Yes,0,Graduate,,6256,0,160,360,,Urban
LP002328,m,Yes,0,Not Graduate,No,6096,0,218,360,0,Rurall
LP002332,m,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural
LP002335,Female,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban
LP002337,Female,No,0,Graduate,No,2995,0,60,360,1,Urban
LP002341,Female,No,1,Graduate,No,2600,0,160,360,1,Urban
LP002342,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban
LP002345,m,Yes,0,Graduate,No,1025,2773,112,360,1,Rurl
LP002347,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semurban
LP002348,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rurl
LP002357,f,No,0,Not Graduate,No,2720,0,80,,0,Urban
LP002361,Male,Yes,0,Graduate,No,1820,1719,100,360,1,Urban
LP002362,Male,Yes,1,Graduate,No,7250,1667,110,,0,Urban
LP002364,m,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban
LP002366,m,Yes,0,Graduate,No,2666,4300,121,360,1,Rural
LP002367,Female,No,1,Not Graduate,No,4606,0,81,360,1,Rural
LP002368,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural
LP002370,Male,No,0,Not Graduate,No,2717,0,60,180,1,Urban
LP002377,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban
LP002379,Male,No,0,Graduate,No,6500,0,105,360,0,Rural
LP002386,Male,No,0,Graduate,,12876,0,405,360,1,Semiurbn
LP002387,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurbn
LP002390,Male,No,0,Graduate,No,3750,0,100,360,1,Urben
LP002393,Female,,,Graduate,No,10047,0,,240,1,Semiurbn
LP002398,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban
LP002401,m,Yes,0,Graduate,No,2213,1125,,360,1,Urban
LP002403,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural
LP002408,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurben
LP002409,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural
LP002418,Male,No,3+,Not Graduate,No,4707,1993,148,360,1,Semurban
LP002422,m,No,1,Graduate,No,37719,0,152,360,1,Semiurban
LP002424,Male,Yes,0,Graduate,No,7333,8333,175,300,,Rural
LP002429,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural
LP002434,m,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural
LP002435,Male,Yes,0,Graduate,,3539,1376,55,360,1,Rural
LP002443,m,Yes,2,Graduate,No,3340,1710,150,360,0,Rural
LP002444,Male,No,1,Not Graduate,Yes,2769,1542,190,360,,Semiurban
LP002446,Male,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rurl
LP002447,Male,Yes,2,Not Graduate,No,1958,1456,60,300,,Urbun
LP002448,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural
LP002449,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural
LP002453,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban
LP002455,m,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban
LP002459,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban
LP002467,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban
LP002472,Male,No,2,Graduate,No,4354,0,136,360,1,Rural
LP002473,m,Yes,0,Graduate,No,8334,0,160,360,1,Semiurbn
LP002478,,Yes,0,Graduate,Yes,2083,4083,160,360,,Semiurbn
LP002484,m,Yes,3+,Graduate,No,7740,0,128,180,1,Urban
LP002487,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural
LP002489,Female,No,1,Not Graduate,,5191,0,132,360,1,Semiurban
LP002493,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban
LP002494,m,No,0,Graduate,No,6000,0,140,360,1,Rurl
LP002500,m,Yes,3+,Not Graduate,No,2947,1664,70,180,0,Urban
LP002501,,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban
LP002502,Female,Yes,2,Not Graduate,,210,2917,98,360,1,Semiurban
LP002505,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urben
LP002515,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban
LP002517,Male,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural
LP002519,m,Yes,3+,Graduate,No,4691,0,100,360,1,Semiurban
LP002522,f,No,0,Graduate,Yes,2500,0,93,360,,Urban
LP002524,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural
LP002527,m,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural
LP002529,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban
LP002530,,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurbn
LP002531,m,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban
LP002533,Male,Yes,2,Graduate,No,2947,1603,,360,1,Urban
LP002534,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural
LP002536,Male,Yes,3+,Not Graduate,No,3095,0,113,360,1,Rural
LP002537,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban
LP002541,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban
LP002543,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban
LP002544,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural
LP002545,Male,No,2,Graduate,No,3547,0,80,360,0,Rural
LP002547,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban
LP002555,Male,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurben
LP002556,m,No,0,Graduate,No,2435,0,75,360,1,Urban
LP002560,Male,No,0,Not Graduate,No,2699,2785,96,360,,Semiurban
LP002562,Male,Yes,1,Not Graduate,No,5333,1131,186,360,,Urban
LP002571,Male,No,0,Not Graduate,No,3691,0,110,360,1,Rural
LP002582,Female,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban
LP002585,Male,Yes,0,Graduate,No,3597,2157,119,360,0,Rural
LP002586,Female,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban
LP002587,Male,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural
LP002588,Male,Yes,0,Graduate,No,4625,2857,111,12,,Urban
LP002600,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban
LP002602,Male,No,0,Graduate,No,6283,4416,209,360,0,Rural
LP002603,f,No,0,Graduate,No,645,3683,113,480,1,Rural
LP002606,Female,No,0,Graduate,No,3159,0,100,360,1,Semurban
LP002615,m,Yes,2,Graduate,No,4865,5624,208,360,1,Semiurban
LP002618,Male,Yes,1,Not Graduate,No,4050,5302,138,360,,Rural
LP002619,Male,Yes,0,Not Graduate,No,3814,1483,124,300,1,Semiurban
LP002622,Male,Yes,2,Graduate,No,3510,4416,243,360,1,Rural
LP002624,Male,Yes,0,Graduate,No,20833,6667,480,360,,Urban
LP002625,,No,0,Graduate,No,3583,0,96,360,1,Urban
LP002626,m,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban
LP002634,f,No,1,Graduate,No,13262,0,40,360,1,Urban
LP002637,m,No,0,Not Graduate,No,3598,1287,100,360,1,Rural
LP002640,Male,Yes,1,Graduate,No,6065,2004,250,360,1,Semiurban
LP002643,Male,Yes,2,Graduate,No,3283,2035,148,360,1,Urban
LP002648,Male,Yes,0,Graduate,No,2130,6666,70,180,1,Semiurbn
LP002652,Male,No,0,Graduate,No,5815,3666,311,360,1,Rural
LP002659,Male,Yes,3+,Graduate,No,3466,3428,150,360,1,Rural
LP002670,Female,Yes,2,Graduate,No,2031,1632,113,480,1,Semiurban
LP002682,m,Yes,,Not Graduate,No,3074,1800,123,360,0,Semiurban
LP002683,m,No,0,Graduate,No,4683,1915,185,360,1,Semiurban
LP002684,Female,No,0,Not Graduate,No,3400,0,95,360,1,Rural
LP002689,Male,Yes,2,Not Graduate,No,2192,1742,45,360,1,Semiurban
LP002690,Male,No,0,Graduate,No,2500,0,55,360,1,Semiurbn
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424,100,360,1,Rural
LP002693,Male,Yes,2,Graduate,Yes,7948,7166,480,360,1,Rurall
LP002697,Male,No,0,Graduate,No,4680,2087,,360,1,Semiurban
LP002699,Male,Yes,2,Graduate,Yes,17500,0,400,360,1,Rurl
LP002705,Male,Yes,0,Graduate,No,3775,0,110,360,1,Semiurban
LP002706,m,Yes,1,Not Graduate,No,5285,1430,161,360,0,Semiurban
LP002714,Male,No,1,Not Graduate,No,2679,1302,94,360,1,Semiurban
LP002716,Male,No,0,Not Graduate,No,6783,0,130,360,1,Semiurban
LP002717,Male,Yes,0,Graduate,No,1025,5500,216,360,,Rural
LP002720,Male,Yes,3+,Graduate,No,4281,0,100,360,1,Urban
LP002723,m,No,2,Graduate,No,3588,0,110,360,0,Rural
LP002729,Male,No,1,Graduate,No,11250,0,196,360,,Semiurban
LP002731,f,No,0,Not Graduate,Yes,18165,0,125,360,1,Urban
LP002732,m,No,0,Not Graduate,,2550,2042,126,360,1,Rural
LP002734,m,Yes,0,Graduate,No,6133,3906,324,360,1,Urban
LP002738,Male,No,2,Graduate,No,3617,0,107,360,1,Semiurbn
LP002739,m,Yes,0,Not Graduate,No,2917,536,66,360,1,Rural
LP002740,m,Yes,3+,Graduate,No,6417,0,157,180,1,Rurall
LP002741,Female,Yes,1,Graduate,No,4608,2845,140,180,1,Semiurban
LP002743,Female,No,0,Graduate,No,2138,0,99,360,0,Semiurban
LP002753,Female,No,1,Graduate,,3652,0,95,360,1,Semiurban
LP002755,Male,Yes,1,Not Graduate,No,2239,2524,128,360,1,Urban
LP002757,Female,Yes,0,Not Graduate,No,3017,663,102,360,,Semiurban
LP002767,m,Yes,0,Graduate,No,2768,1950,155,360,1,Rural
LP002768,Male,No,0,Not Graduate,No,3358,0,80,36,1,Semiurban
LP002772,Male,No,0,Graduate,No,2526,1783,145,360,1,Rural
LP002776,f,No,0,Graduate,No,5000,0,103,360,0,Semurban
LP002777,Male,Yes,0,Graduate,No,2785,2016,110,360,1,Rural
LP002778,Male,Yes,2,Graduate,Yes,6633,0,,360,0,Rural
LP002784,Male,Yes,1,Not Graduate,No,2492,2375,,360,1,Rural
LP002785,Male,Yes,1,Graduate,No,3333,3250,158,360,1,Urban
LP002788,Male,Yes,0,Not Graduate,No,2454,2333,181,360,0,Urban
LP002789,m,Yes,0,Graduate,No,3593,4266,132,180,0,Rural
LP002792,Male,Yes,1,Graduate,No,5468,1032,26,360,1,Semiurban
LP002794,Female,No,0,Graduate,No,2667,1625,84,360,,Urban
LP002795,Male,Yes,3+,Graduate,Yes,10139,0,260,360,1,Semiurban
LP002798,Male,Yes,0,Graduate,No,3887,2669,162,360,1,Semiurban
LP002804,Female,Yes,0,Graduate,No,4180,2306,182,360,1,Semiurban
LP002807,Male,Yes,2,Not Graduate,No,3675,242,108,360,1,Semiurban
LP002813,Female,Yes,1,Graduate,Yes,19484,0,600,360,1,Semiurban
LP002820,m,Yes,0,Graduate,No,5923,2054,211,360,1,Rural
LP002821,m,No,0,Not Graduate,Yes,5800,0,132,360,1,Semiurban
LP002832,m,Yes,2,Graduate,No,8799,0,258,360,0,Urban
LP002833,m,Yes,0,Not Graduate,No,4467,0,120,360,,Rual
LP002836,Male,No,0,Graduate,No,3333,0,70,360,1,Urban
LP002837,m,Yes,3+,Graduate,No,3400,2500,123,360,0,Rural
LP002840,Female,No,0,Graduate,No,2378,0,9,360,1,Urban
LP002841,Male,Yes,0,Graduate,No,3166,2064,104,360,0,Urban
LP002842,m,Yes,1,Graduate,No,3417,1750,186,360,1,Urban
LP002847,Male,Yes,,Graduate,No,5116,1451,165,360,0,Urban
LP002855,Male,Yes,2,Graduate,No,16666,0,275,360,1,Urban
LP002862,Male,Yes,2,Not Graduate,No,6125,1625,187,480,1,Semiurban
LP002863,Male,Yes,3+,Graduate,No,6406,0,150,360,1,Semiurban
LP002868,Male,Yes,2,Graduate,No,3159,461,108,84,1,Urbun
LP002872,,Yes,0,Graduate,No,3087,2210,136,360,0,Semiurban
LP002874,Male,No,0,Graduate,No,3229,2739,110,360,1,Urban
LP002877,Male,Yes,1,Graduate,No,1782,2232,107,360,1,Rural
LP002888,Male,No,0,Graduate,,3182,2917,161,360,1,Urban
LP002892,m,Yes,2,Graduate,No,6540,0,205,360,1,Semiurban
LP002893,m,No,0,Graduate,No,1836,33837,90,360,1,Urbun
LP002894,f,Yes,0,Graduate,No,3166,0,36,360,1,Semiurban
LP002898,Male,Yes,1,Graduate,No,1880,0,61,360,,Rural
LP002911,Male,Yes,1,Graduate,No,2787,1917,146,360,0,Rural
LP002912,Male,Yes,1,Graduate,No,4283,3000,172,84,1,Rural
LP002916,m,Yes,0,Graduate,No,2297,1522,104,360,1,Uban
LP002917,Female,No,0,Not Graduate,No,2165,0,70,360,1,Semiurban
LP002925,,No,0,Graduate,No,4750,0,94,360,1,Semiurban
LP002926,Male,Yes,2,Graduate,Yes,2726,0,106,360,0,Semiurbn
LP002928,Male,Yes,0,Graduate,No,3000,3416,56,180,1,Semiurban
LP002931,Male,Yes,2,Graduate,Yes,6000,0,205,240,1,Semiurban
LP002933,,No,3+,Graduate,Yes,9357,0,292,360,1,Semiurban
LP002936,m,Yes,0,Graduate,No,3859,3300,142,180,1,Rural
LP002938,m,Yes,0,Graduate,Yes,16120,0,260,360,1,Urban
LP002940,Male,No,0,Not Graduate,No,3833,0,110,360,1,Rural
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000,187,360,1,Rural
LP002943,m,No,,Graduate,No,2987,0,88,360,0,Semiurban
LP002945,m,Yes,0,Graduate,Yes,9963,0,180,360,1,Rural
LP002948,Male,Yes,2,Graduate,No,5780,0,192,360,1,Urban
LP002949,Female,No,3+,Graduate,,416,41667,350,180,,Urbn
LP002950,m,Yes,0,Not Graduate,,2894,2792,155,360,1,Rural
LP002953,m,Yes,3+,Graduate,No,5703,0,128,360,1,Urbn
LP002958,m,No,0,Graduate,No,3676,4301,172,360,1,Rural
LP002959,Female,Yes,1,Graduate,No,12000,0,496,360,1,Semiurban
LP002960,Male,Yes,0,Not Graduate,No,2400,3800,,180,1,Urban
LP002961,m,Yes,1,Graduate,No,3400,2500,173,360,1,Semiurban
LP002964,Male,Yes,2,Not Graduate,No,3987,1411,157,360,1,Rurl
LP002974,m,Yes,0,Graduate,No,3232,1950,108,360,1,Rural
LP002978,f,No,0,Graduate,No,2900,0,71,360,1,Rural
LP002979,Male,Yes,3+,Graduate,No,4106,0,40,180,1,Rural
LP002983,m,Yes,1,Graduate,No,8072,240,253,360,1,Urban
LP002984,m,Yes,2,Graduate,No,7583,0,187,360,1,Urban
LP002990,f,No,0,Graduate,Yes,4583,0,133,360,0,Semiurban
